Price,Close,High,Low,Open,Volume
Ticker,SHEL.L,SHEL.L,SHEL.L,SHEL.L,SHEL.L
Date,,,,,
2000-01-03,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-04,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-05,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-06,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-07,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-10,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-11,1800.475830078125,1800.475830078125,1800.475830078125,1800.475830078125,0
2000-01-12,1883.936767578125,1883.936767578125,1883.936767578125,1881.5996864607487,20000
2000-01-13,1883.936767578125,1883.936767578125,1883.936767578125,1883.936767578125,0
2000-01-14,1883.936767578125,1883.936767578125,1883.936767578125,1883.936767578125,0
2000-01-17,1883.936767578125,1883.936767578125,1883.936767578125,1883.936767578125,0
2000-01-18,1883.936767578125,1883.936767578125,1883.936767578125,1883.936767578125,0
2000-01-19,1883.936767578125,1883.936767578125,1883.936767578125,1883.936767578125,0
2000-01-20,1780.27294921875,1780.27294921875,1780.27294921875,1780.1838565241887,47200
2000-01-21,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-24,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-25,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-26,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-27,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-28,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-01-31,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-01,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-02,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-03,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-04,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-07,1780.27294921875,1780.27294921875,1780.27294921875,1780.27294921875,0
2000-02-08,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.6139414539755,2000
2000-02-09,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-10,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-11,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-14,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-15,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-16,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-17,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-18,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-21,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-22,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-23,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-24,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-25,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-28,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-02-29,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-03-01,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-03-02,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-03-03,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-03-06,1700.5941162109375,1700.5941162109375,1700.5941162109375,1700.5941162109375,0
2000-03-07,1637.1163330078125,1637.1163330078125,1637.1163330078125,1637.0965077634858,40000
2000-03-08,1759.77392578125,1759.77392578125,1759.77392578125,1758.2190950364331,44000
2000-03-09,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-10,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-13,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-14,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-15,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-16,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-17,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-20,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-21,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-22,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-23,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-24,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-27,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-28,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-29,1759.77392578125,1759.77392578125,1759.77392578125,1759.77392578125,0
2000-03-30,1780.2230224609375,1780.2230224609375,1780.2230224609375,1777.816553277898,6368
2000-03-31,1780.2230224609375,1780.2230224609375,1780.2230224609375,1780.2230224609375,0
2000-04-03,1779.1444091796875,1779.1444091796875,1779.1444091796875,1777.5006062756356,2380
2000-04-04,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-05,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-06,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-07,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-10,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-11,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-12,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-13,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-14,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-17,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-18,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-19,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-20,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-21,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-24,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-25,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-26,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-27,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-04-28,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-01,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-02,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-03,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-04,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-05,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-08,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-09,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-10,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-11,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-12,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-15,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-16,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-17,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-18,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-19,1779.1444091796875,1779.1444091796875,1779.1444091796875,1779.1444091796875,0
2000-05-22,2097.33544921875,2097.33544921875,2097.33544921875,2095.087702343332,480
2000-05-23,2097.33544921875,2097.33544921875,2097.33544921875,2097.33544921875,0
2000-05-24,2086.91845703125,2086.91845703125,2086.91845703125,2086.888719163474,3076
2000-05-25,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-05-26,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-05-29,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-05-30,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-05-31,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-06-01,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-06-02,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-06-05,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-06-06,2086.91845703125,2086.91845703125,2086.91845703125,2086.91845703125,0
2000-06-07,2054.643798828125,2054.643798828125,2054.643798828125,2052.455286083752,4400
2000-06-08,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-09,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-12,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-13,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-14,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-15,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-16,2054.643798828125,2054.643798828125,2054.643798828125,2054.643798828125,0
2000-06-19,2070.290283203125,2087.7787998233784,2070.290283203125,2087.4816630717883,86800
2000-06-20,2070.290283203125,2070.290283203125,2070.290283203125,2070.290283203125,0
2000-06-21,2070.290283203125,2070.290283203125,2070.290283203125,2070.290283203125,0
2000-06-22,2025.559326171875,2025.559326171875,2025.559326171875,2025.0344408102658,100000
2000-06-23,2025.559326171875,2025.559326171875,2025.559326171875,2025.559326171875,0
2000-06-26,2025.559326171875,2025.559326171875,2025.559326171875,2025.559326171875,0
2000-06-27,2025.559326171875,2025.559326171875,2025.559326171875,2025.559326171875,0
2000-06-28,2035.68994140625,2035.68994140625,2035.68994140625,2033.5311659661568,54000
2000-06-29,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-06-30,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-03,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-04,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-05,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-06,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-07,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-10,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-11,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-12,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-13,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-14,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-17,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-18,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-19,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-20,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-21,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-24,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-25,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-26,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-27,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-28,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-07-31,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-01,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-02,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-03,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-04,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-07,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-08,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-09,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-10,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-11,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-14,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-15,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-16,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-17,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
2000-08-18,2035.68994140625,2035.68994140625,2035.68994140625,2035.68994140625,0
